track_id,title,artist_name,release,year,duration,artist_mbid
TRRJUUD128F422EE44,Fuck Tha Police,Bone Thugs-N-Harmony,Straight Outta Compton: 20th Anniversary,1997,301.66159,2fa45bbb-0efb-4950-9d40-94bf23cbfec1
TRDZNVR128F428CCCA,Beneath The Southern Cross,Patti Smith,Land (1975-2002),2004,276.50567,d135874d-9cae-4fef-97e3-36acbd9f5a26
TRBKZZT128F424EF53,Gas (Man),Carter USM,Worry Bomb,1995,224.60036,91e3c213-51d0-47f1-bafa-0951e31c20c4
TRFHCTI128F931B121,Rocky Road Blues,Ronnie Self,Honky Tonk Rockabillies_ Volume 1,2000,139.59791,690664cd-dd2d-4eb9-a7e8-3c37e8a2c9dc
TRAVKRK128F42479DC,Lost Lonely & Vicous,The Doits,Lost_ Lonely & Vicious,0,189.83138,5ac7e932-8d89-4fe0-b703-de9ee73124c2
TRCFPTC128F4246699,Time Will Heal My Mind,Seven,It Is What It Is,0,244.63628,e0d34377-74a1-4a0c-80ff-96e60175fe56
TRXYJQF128F1486A19,Endlessly,Brook Benton,True 50s 3CD Set,1961,136.56771,e449337e-4192-415d-88d0-81352c068d2c
TREVJKC128F4297F1A,Ash Wednesday,Elvis Perkins,Ash Wednesday,2007,390.55628,ca2f9ff7-c53d-4b8b-a687-a5001ce5fcf6
TRQRIRB12903CBDFBE,Länge leve Neanderthalaren,In Benny We Trust,Bättre än Kent,2008,263.3922,521c1a24-2e85-44c2-ab3d-9db18bc7ea3a
TRTTZWJ128F42ACD04,Sunrise,Paul Kantner and Jefferson Starship,Blows Against The Empire,1970,113.65832,ec231177-bc72-4503-87b6-09a9541333e2
TRLCNOK128F92F7775,Ultima cena,Latte E Miele,Passio Secundum Mattheum,1972,108.9824,691727d9-af04-46a0-9100-be33b2be33a0
TRNNYPP12903CE3666,AK-47,Space DJ'z,AK-47 Remixes,1999,354.55955,cfb069c7-ab7e-4a5e-a4a7-0e39f0c1591e
TRFZIFD128F93471CA,I Wouldn't Treat My Enemies The Way You Treat Yourself,Outrageous Cherry,Universal Malcontents,2009,150.07302,85712bc6-be20-4e52-9b5b-1119521796b8
TRRAAHT128F149240A,My Friends,Silence 4,Silence Becomes It,1998,239.49016,30c20e80-ed6b-4505-ba38-a4b6166add7a
TRQFJZA128F42443C8,Tree Stump Cover Theme,The Alarm Clocks,Yeah!: Savage 1966 Ohio Garage Raunch,0,116.79302,4f78c53e-e3c5-49d8-8ec6-5848a53608ff
TRDXLWE128F424FC27,Blue Lou,Sun Ra Arkestra,Friendly Galaxy,0,300.12036,d9733f21-71d7-4fa7-813d-67eca0f0eaaf
TRJPQXL128F92FE8C1,Reunion,The Mercy Cage,Scree:Transmissions,0,302.8371,c140a13e-963b-46a8-9e08-052db1bf55db
TRKUAWP128F426E818,The Devil Game,Kansas,Kansas,1975,304.63955,69689acf-d9cd-4d20-a972-47db4ed51b1a
TRYXESH128F92F40C7,Again and Again,Fireworks,All I Have To Offer Is My Own Confusion,0,196.20526,e50ef105-5dce-4d2c-967e-9661b1bc09e2
TRGBROK128F93351EC,Each Time You Break My Heart,Nick Kamen,Smash Hits 1986,1986,273.44934,4d94bdb1-e313-4d16-942f-a287cd5cee57
TRVDEMZ12903CDECAF,Survie,Dub Incorporation,Live,2005,307.93098,c3aad6b3-4462-4dcd-a7d9-b2f81c6211b3
TRNNGHJ128F931AA7D,Half Brothers,Reflections,Dogs Without Fear of Dying,0,294.29506,c03e760f-c289-45c2-b5b3-d8cd2138f71c
TRJZUFB12903D05164,Bad Boys,Alexandra Burke Feat. Flo Rida,Overcome,2010,206.39302,ed3d345c-20e1-4c26-8384-427c5ac58c38
TRVQOBY128F425E7DF,Burning with rage,Authority,Are you authorized?,0,238.81098,cd58b143-bdb6-4c33-8377-143d79e5cb29
TRBKUOO128F42863EF,Rambling On My Mind,Dave Hole,Rough Diamond,2007,217.28608,a8bdda2d-7dcb-4665-8771-9050c923a78c
TRLNQQR128EF34721A,Strangeitude (Eat Static mix),Ozric Tentacles,Floating Seeds Remixed,1999,504.78975,5629ca87-9086-48c4-8dc4-b4a966c45067
TRRPLTS128F933255A,Was Onaip,Avey Tare & Kria Brekkan,Pullhair Rubeye,2007,250.01751,37bf1a53-8284-42fc-9164-7ae6bbf87101
TRVGYBC128F9315C32,Strip-teaser (Rapmix),Anniela,Strip-teaser,0,200.82893,83294097-9777-4b8a-a913-631f9112b74b
TRVJURW128F4286AEF,Expectations,Cut Off Your Hands,Expectations,2006,178.96444,5394752b-3a31-4281-adc4-9249dcae50c9
TRPAKII128F4260DE3,One Heart & One Mind (Instrumental Dub),Audioscape & Kelly C.,One Heart & One Mind,0,522.60526,0a8e30c8-0ddb-4f17-8c97-cd1a368e6f05
TRJYKOX12903CF86BB,Kuredu Express,Johan Gielen,Revelations LP,2006,412.55138,4f8d2085-f5f5-4af1-9a48-ff9b07941112
TRAUQLE128F42703E0,City Of The Damned,The Peepshows,Mondo Deluxe,2000,199.02649,640a8ae2-6694-490d-b6c3-123ed2f12325
TRGPWUO128F42BCE70,Face For The Radio,The View,Hats Off To The Buskers,2007,198.37342,4dcffc18-b573-4850-833c-d08e2b7e93b3
TRUQDSP12903C9E9D0,Put Neprojdennyj,Alkonost,Put Neprojdennyj,0,384.10404,ab5cdc1a-c621-4b27-b2ec-36969b6e2b0d
TRJVZXW128F9325A3C,Digital Glue,The Waking Eyes,Holding On To Whatever It Is,2008,250.67057,00d3f31b-c829-4a96-8ff4-33fa796bb417
TROSGZG128F423D92D,Mi-Maître_ Mi-Esclave [Olympia 2005],Véronique Sanson,Olympia 2005,2005,249.28608,f1dc86d6-9f45-4736-8884-7fcafbccd876
TRPFAGQ12903CFD947,Knock Me A Kiss,Charles Brown,Groovy,0,150.38649,dbc9229a-6fb7-43b1-9763-df1e87112a93
TRTWWDD128F4232DD0,Miracles In Yesteryear,Dali's Dilemma,Manifesto For Futurism,1999,431.09832,bf2a8568-570f-4cdf-a647-7fb35f899af3
TRRIOZP128F4239ED5,Es geht wieder los,Rodgau Monotones,Sieben,1992,235.98975,da014b60-38aa-422c-9f65-e3f0bd0e39c2
TRRHTSI12903CE2E0B,On And On,Leon Laney,On And On,0,296.46322,de013fb3-a0a5-446a-b7ae-0fddfd49eedf
TRCUAWQ128F42AAC26,Steady Pulse,Exercise One,Steady Pulse / Easy Things,2005,523.65016,1fdfaab4-9858-4345-bba3-631c69fd62ca
TRTNBRE12903CE858C,Bitte Ein Kuss,Onelinedrawing,Visitor,2002,208.97914,83af795e-19dc-48d6-b73e-2c14dffb3146
TRTEYNA12903CC9CBB,Sing It Back (Boris Musical Mix)/ Show Me Love (Acappella)/ Promised Land,Moloko/ Robin S/ Joe Smooth,Mash Up Mix 90s,0,334.8371,2f94016a-3880-4d8c-9af9-0e197ee77189
TRLJRXF128F92D2585,No Food Or Water Without It,Kalibas,Enthusiastic Corruption Of The Common Good,2003,163.23873,6626ea63-94fd-446c-ab06-332c04f12d05
TRDSPVI128F424E479,Bexhill Pavilion,Al Gromer Khan,Future Lounge,2002,264.69832,054f2808-5352-43df-9a6b-3051bb687f06
TRDDLDY128F425F6ED,Wife Strong,FC apatride UTD,Them,2007,235.31057,24b6fb14-6bd3-40a9-bffa-d0b6de7f53ae
TRTQIWQ128F932203E,Rainy Days In Future Cities,System and Station,A Nation of Actors,2008,220.3424,5c8e4b38-52b8-46f2-9922-d0e459f2bfac
TRDMXJF12903CE32D9,American,A C Temple,Blowtorch,1988,265.58649,787f795a-368f-4fe0-bde4-2bb9f705602a
TRCLLGM128F14A5185,The Lilac & The Apple (2006 Remastered LP Version),Kate Wolf,Lines On The Paper,0,158.98077,d28a93fc-30a4-49e9-a8a5-68728d37900f
TRDENKN128F930721A,Sinner's Prayer,Clay Crosse,A Different Man,0,305.26649,7faf90ae-4427-4be4-8f67-1278ef8c552f
TRWGJVV12903CDEAC7,The Squirrel,Dick Dale & His Del-Tones,Mr. Eliminator,0,127.79057,cc6115aa-379c-4133-9f46-5743a4a341d0
TRCMYFQ128F93103AE,Greensleeves,JOHN COLTRANE,Ballads,1976,269.66159,b625448e-bf4a-41c3-a421-72ad46cdb831
TRCDYLF128F92C3231,The Right Combination,Seiko,Greatest Hits,0,267.25832,2d6a92f2-de46-42e2-86bc-73597ccf74b7
TRSSXGE128F933DC88,Decision,Mega Banton,First Position,0,228.93669,b9922a5e-24b5-4965-89d9-329fb54aa217
TROBNCP128F933D6E5,Radioactive Man,Flat Duo Jets,White Trees,0,142.75873,ee3c663d-1949-4544-ad52-aa00f9854e87
TRKYBZP128F4271582,Frío Sin Ti (Live),Navajita Platea,En Familia,0,292.23138,05db30fc-3221-4cfa-849b-1647d8c24188
TRKKMUE128F4263193,Bongo Rock,Incredible Bongo Band,Bongo Rock,1973,159.29424,f72131c1-b677-4324-84c0-9f5991fe4a4e
TRZLKPZ128F933940F,Vai E Vem,EDSON,Edson & Hudson,0,239.72526,df73222d-43f8-477e-a23b-8145d518987f
TRLRNFU128F92D1EF9,Send Your Love,Def Harmonic,Embrace,0,294.76526,501877e5-7057-49b9-9692-32089a322860
TRJEUTL12903CA833E,Father of Our Nation,Hugh Masekela,Notes Of Life,2010,212.32281,83a2e0fb-3d9b-46ff-b383-3dde54c15297
TRFBSSJ128F934DF08,Four Months Have Passed,H`ô Chí Minh,The Legacy of Ho Chi Minh,0,47.3073,a33fecdc-543f-4fb3-b35d-8bffef792aa2
TRJDIDD128F427C42F,Days With You,Fuel,Natural Selection,0,270.41914,f3a278e2-0b20-4f99-8acd-0931df3cbffd
TRKIIUY128F427B64D,Sweet Cheetah,W.A.S.P.,Inside The Electric Circus,1986,315.74159,171cbc8f-8ab3-4aec-9916-f0bdbe26bb79
TRPYXOT12903CFF21B,Tu ci tieni,Skiantos,Pesissimo,1980,217.33832,26811b9b-d8f7-43d4-bb36-e4064e70be1b
TRMLBQD128F9331CE4,Reggae Dancehall,General Degree,Riddim Driven: Caribbean Style,0,187.16689,24d478d4-11b5-454b-b9b7-90ec4529dc7f
TRPZDOB12903C95A46,Have Mercy Someone,ZZ Hill,Everyday I Have The Blues,0,163.42159,c29fd6f3-56d9-4f3e-bfcd-ad1fea6329a4
TRNDDLF128F9313E38,Pedaço De Emoção,Zizi Possi,Asa Morena,0,162.5073,d9f6e182-8551-417b-95fe-a53c75a0c183
TRULPMT12903CB00C0,My Heart Bleeds No Longer,Unearth,Stings of Conscience,2001,214.93506,9f336c50-ae4c-4440-bda7-958aa12bc15a
TRPESRV128F148AF27,I'm Your Bread Maker Baby,Slim Harpo,The Excello Singles Anthology,2003,154.85342,dcf7b2e3-d3aa-41e4-bba5-40515122f209
TRYZRNP128F92EE2FC,Intro,Freddie Cruger,Moving Amongst Madness,0,35.81342,6132de3a-1c17-4f07-9331-82ecd30d9eb8
TRQZBBX128F92E4CC4,Solitario Y Solo,Alejandro Fernandez,Viento A Favor,2007,262.84363,772a8360-e81e-4647-92e2-195c19efddad
TROOJUG128F9336CAC,3 Rounds and a Sound,Blind Pilot,3 Rounds and a Sound,2008,265.7171,215f057c-fb64-4b27-abf2-1871e71912d9
TRGYIFZ128F932B03D,Nancy Et Tarzan,Arthur H,Négresse Blanche,2003,232.48934,8d88f4a3-0cc7-4f5c-a46c-e669786c8e62
TRROKQD128F426CC0B,Bye Bye Blackbird,Denise Jannah,I Was Born In Love With You,0,295.49669,523b9c07-9477-4c47-a10c-519b08db87cc
TREZEIK128F933A617,Everythings Just Wonderful,Lily Allen,Alright_ Still,0,207.49016,6e0c7c0e-cba5-4c2c-a652-38f71ef5785d
TRMJMTR128F9355B46,Really Insane II,Sebadoh,Rocking The Forest,1992,112.09098,d98c8149-0c01-4151-93e1-48fdc3d5027f
TRVAYSZ128F1464781,Devil's Broom (Live from The Scala_ London 5/10/2005),Joseph Arthur,Devil's Broom,0,359.73179,f24c343a-5c24-4633-8ae4-9a3e8cc1eee7
TRDRMKW12903D01194,Piano Concerto No. 1 In B Flat Minor Op. 23 : II Andantino Semplice - Prestissimo - Tempo I: 12/30/1899 6:52:00 AM,Yes,CLIFFORD CURZON,0,409.96526,c1d4f2ba-cf39-460c-9528-6b827d3417a1
TRFWOFJ128F4225CD4,Here We Go,New Birth Brass Band,New Orleans Second Line,2006,417.54077,e8c38972-d8b1-4612-9ce8-cc800bb1153d
TRSDDZK128F9339E6F,Mr. Shakes,Sola Rosa,Solarized,2001,299.33669,e496e515-de72-4d40-a527-df48003e1dd9
TRHZGCO128F92DA4DE,Anything Can Happen,Wyclef Jean,Greatest Hits,1997,275.33016,4f29ecd7-21a5-4c03-b9ba-d0cfe9488f8c
TRPGFTD128F92E8611,Courtesy Call (Explicit),Sixx A.M.,The Heroin Diaries,0,280.58077,b6cca708-1083-4bbb-8ba1-237d832088e4
TRVPJXY128F146C5D1,Into The Flames Of Progression (Album Version),All Out War,For Those Who Were Crucified,1998,244.34893,57f496a2-d22d-4a89-9b04-c9ee3812c781
TRPZYSH12903CE7F8C,Smoking Boom,Stu Hirst,Out Of Control,0,514.95138,54f707c8-10d5-421c-8853-d10aeb480dda
TRMSSNL12903CBFE61,Uganda,Dj Wady,Uganda,0,397.34812,208fa29d-7639-4e2d-9a34-5c0925685a5c
TRJZRFE128F1487CAC,Love Song (Live),Korn,Live & Unglued,2006,275.48689,ac865b2e-bba8-4f5a-8756-dd40d5e39f46
TRYQMUZ128F9309346,I Want You Back,Jackson 5,Michael Jackson: The Remix Suite,1969,368.29995,e5257dc5-1edd-4fca-b7e6-1158e00522c8
TROQAPV12903CB5097,No Brain,Madvillain,Madvillainy 2: The Madlib Remix,2008,127.97342,4e024037-14b7-4aea-99ad-c6ace63b9620
TRABNZR128EF353CD8,The Lottery,Nobs,Workin',0,175.80363,f8f0bfb1-804d-48c0-97e3-599ae6a76545
TRWZEDP12903CB0525,Hammerhead,Know the Score,All Time Low,0,98.7424,19cf0c46-d0a0-4328-a718-371438347928
TRIJNTF128F145E7C8,Flight Of The Snow Goose,Camel,A Live Record,0,183.2224,fcacd851-fce5-4715-8d77-3750943384ca
TRDQVDJ12903CEC143,Stepping Stones,The Lewis Family,One Rose,0,150.9873,8371d340-d60d-41fa-b452-9878739a0600
TROOUUU128F424116B,Me Gusta El Fútbol,Melendi,Mientras No Cueste Más Trabajo,0,152.71138,86d61837-890c-4d04-aeec-30d70ad77298
TRKJNBB12903CDF702,Curse The Flesh,Morbid Angel,Heretic,2003,215.66649,4355a36d-805e-478d-8589-64f0292724b2
TRGUMVQ128E0792FC5,I'll Always Be Right There,Bryan Adams,MTV Unplugged,1996,267.51955,4dbf5678-7a31-406a-abbe-232f8ac2cd63
TREHYUW128F92F8C58,Roadsinger,Yusuf / Cat Stevens,Roadsinger (To Warm You Through The Night),2009,249.57342,bb42a416-e1d2-4b22-9ed0-a12f9f707684
TRIETVF128F423E157,Gemeinsam,Purple Schulz,Ha Ha,1999,338.59873,06e63556-7016-4933-b8df-4a13c88728d8
TRZUCWO128E07811E7,F.U.R.B (F U Right Back),Frankee,The Good_ The Bad_ The Ugly,0,198.21669,a278331c-1b22-4ebd-b93f-4408bd96f9b8
TRHTULP128EF367604,On The Rise (Album Version),Crime Mob,Hated On Mostly,2007,169.45587,df1f766d-798c-480c-8409-708ffa1320c5
TRQMZWR128F425640C,Ballad Of Jim Jones,The Brian Jonestown Massacre,Tepid Peppermint Wonderland:  A Retrospective,1996,135.31383,381e8434-109a-439c-8acc-5d328359f2e0
TRMGSKC128F4255DFA,No Marty R,Parasites,Compost,0,159.58159,f8bf3adf-8dd5-4c61-9087-55d36467e355
TRTRZOF128E0785472,Sally (LP Version),Petra,Come And Join Us,0,267.57179,e52a3cd0-6a7f-4cc0-b9d4-049b8871e849
TRMONNO128F42973DB,I Loves You Porgy,Anita Ellis,Thinking Of You,0,228.64934,3b0f5df6-d5e8-47cf-a724-04d30e1ce2f7
TRELEJF128F42B95F8,With The Wind And The Rain In Your Hair,Tal Farlow,Verve Jazz Masters: Tal Farlow,1995,181.9424,177e3c4c-fb44-4981-bbe6-9b34d9c53bfd
TRCEXBD128F92FE2F9,In Quel Posto,Fabri Fibra,Chi Vuole Essere Fabri Fibra ?,2009,235.85914,ca2c3c55-83ff-4a8b-886a-c45156519469
TRZCZAO128F92DFC5D,Cheat On Me,Rabbit,Dark Saloon,0,212.27057,ee0e1825-1a14-48fc-83bd-a182b1f4ae2f
TRYDOXG128F933DC8A,Gi Di Gun Thing Ah Ease,Mega Banton,First Position,0,219.89832,b9922a5e-24b5-4965-89d9-329fb54aa217
TRBJQHI128F422CB91,VIII. Sehr lebhaft [Noveletten op. 21] (Robert Schumann),András Schiff,In Concert - Robert Schumann,0,647.47057,cb535c4c-711b-4be1-98f3-b6b5f8955d41
TRQHZJB128F426E018,Vida Lee,T-Bone Walker,The Complete Imperial Recordings: 1950-1954,1990,143.59465,f1a3fb4a-fff6-4556-a290-3704b109da90
TRNKKAN128F4294463,Mwana Wa Mama,Khadja Nin,Ya Pili,0,236.59057,1a472ec5-97b1-482d-b17a-9a3d6b3dbcaf
TRZRCEH128F92DDED7,The Cowshed,Fionn Regan,The End Of History,2006,209.84118,1a74972b-82b9-49ba-9dcf-ca7cdaee4fa5
TRTQRKX128F9303E89,Rough Road (feat. Brother Culture),Liquid Stranger,The Intergalactic Slapstick,2009,314.93179,c1281222-c989-4987-a87e-9a42a65727f0
TRNKFHY12903CD1C2C,...And No Matter How Fast You Try To Run - You Are Always Moving In Slow Motion,Time Has Come,White Fuzz,2008,328.61995,38db7b35-a1cb-4d0b-87a3-329c48de08f0
TRVUEWI12903D01B16,The Politics Of Ecstasy,Nevermore,The Year Of The Voyager,1996,455.81016,7d093650-89be-4108-842b-ba7f5367504b
TRAKEBX128F423A5FA,Why,Fiona,Fiona's Moment,0,215.06567,11238cd8-2dc5-4de4-b4ec-5e6be5fef8c8
TRSVNME128F93295BB,Early Problem Me (demo),Modwheelmood,Pearls to Pigs,2009,223.7122,5dd561f7-7264-42cb-a3b2-bddeb750eb39
TRTLGEN128F92E1460,And Here I Stand,Skunk Anansie,Charity,1995,333.24363,e212efdf-98b2-4dce-92ed-62cfc1e29854
TRNAUHQ128F934F09C,Summer Daydreams,Kevin Kern,Summer Daydreams,1998,318.58893,8b6ab6bc-7c7b-49e4-908f-fb399ff437dc
TRVWEQJ128F92FFD13,Cerf Volant,Family Fodder,More Great Hits!,1980,297.29914,4f6ba639-f179-4431-8797-7b018a667eda
TRGXUOO12903CF5371,Geno (Kid Jensen Session),Dexy's Midnight Runners,Kid Jensen Session (1980),2010,202.70975,ccce2053-7007-4c36-b1e7-f8fcf5023a12
TRELFMX128F424D70C,Lovely Lovely,Dearestazazel,Be Mine,0,164.67546,e8bf37e9-c327-4b3e-ab8c-7d726dab17ee
TRLFMJW12903CFFDC3,Is That Alright?,The Home Wreckers Club,The First Five Singles,0,114.25914,cfb8074f-f985-4ac7-8f54-5943d4b842f5
TRPJEKR128E0794350,Ain't Enough,Aerosmith,Gold,1989,297.9522,3d2b98e5-556f-4451-a3ff-c50ea18d57cb
TRPBJUL128F1453965,O Holy Night,BarlowGirl,O Holy Night,2004,273.00526,30e5f6c5-089c-4378-9805-0dbd0e4d0ee3
TRTTHZS128F933249B,Leaves,The Gathering,A Noise Severe,0,454.73914,5f5e87f9-9eca-44b9-97c6-34694b44a9a1
TRLKVRN128F9336989,For Now,Ominous Seapods,The Super Man Curse,0,172.72118,f60b4330-1588-48af-8798-86e607ad4bb8
TRNVCDI128F9306AA2,they are coming,Mr Gelatine,Electroluv,2003,279.71873,5625de60-f34d-4e22-95fc-49b537efd7f6
TRGLBEY128F424506E,Hell's Fire,Aura  Noir,The Merciless,2004,220.08118,3cfa1f83-4ef9-42d8-8ad9-0377a2c8fcbb
TRAXBLT128F42A2099,South,Bob Wills,Bob Wills Sings And Plays,1991,107.93751,c727f585-54e0-4e0d-b8ad-05f216f99244
TRSYTIB128F423CD06,Guasa,Narco,Talego Pon Pon,1999,174.52363,f544ae82-bb7d-4790-a7df-ac3aa58a5266
TRTWVZU128F146A0F0,Flatline,MC Eiht,Section 8 (Explicit),1999,273.18812,103555b8-ae47-4e99-8fc3-e31bdfd7854e
TRIXWCE128F4254595,Feel The Music,Beat Dominator,Bass Station Zero,1993,246.85669,485d147c-20b5-4930-8bca-d9d8e6f9ca26
TREVMIN128F92EE0C7,Mask Test Tone,John Carpenter_ Alan Howarth,Halloween III: Complete Original Motion Picture Score,0,107.02322,06d3fe7f-b5c7-4af9-a96b-5a41675e29ce
TRDVQNR128F426CFD9,Suite for Violin and Orchestra in A minor_ Op. 10 (Suite im alten Stil) (1995 Digital Remaster): I.     Presto,Itzhak Perlman/Pittsburgh Symphony Orchestra/André Previn,Sibelius & Korngold: Violin Concertos / Sinding Suite,0,103.96689,5e85f4f1-a491-4e63-9103-6065c5e997d4
TRGDIIF128F147C3A0,Right Wing Pigeons (Album Version),The Dead Milkmen,Big Lizard In My Back Yard,0,141.37424,cdd2e0f0-703d-454d-b5c7-cc3bb6dd5552
TRFNKLX128F428CCCB,Section 32 [The Championship],The Polyphonic Spree,The Fragile Army,2007,350.32771,6758601f-6d57-491e-a125-037f382a5ddd
TRHXFXU128F4295B25,Salainen Agentti 998,Ezkimo,Iso E,0,213.9424,c623f119-e6eb-4e77-b6d2-1d321df37ef6
TRDRILG128EF3523B0,The Diddler,Speedball Baby,The Black-Out,0,181.39383,f8ad7724-b6a3-4fa3-8a35-94ced58f15d8
TRZWWVO128EF366402,Sukh Diyan Neendran,Abrar-Ul-Haq,Nach Punjaban,0,318.37995,988ff762-d277-4e73-86c1-2b98d59606c6
TRBSVTD128F92CDD8E,Tu No Sabes,Dyango,Por Una Noche Más,0,235.78077,e8472e4c-e899-43cf-8e66-70eafbcf750d
TROJDNB128F4272B96,Mala Mujer,Joe Lopez,Mazz Fuerte Que Nunca,2001,212.74077,e61fbf9f-7627-4e4d-a479-2215cea42f20
TRTDEMD12903CB6EC1,Give it up,Graaf,Give It Up,1999,404.94975,75ef2a05-9ab7-4638-8aea-53c6dd7cbdc6
TRPAIRP128F146D1C2,Let It Rain - Live Version,Pocket Full Of Rocks,Song To The King,2006,541.6224,dc2be7ac-b831-4c83-a8ad-a74e59a8a045
TRCXVTN128F42387CA,To be or not to be,Elio Riso & Raffunk,To be or not to be,2007,485.19791,39d347cb-f33a-4891-912d-76ca8b8f2bbe
TRUTXBC128F14A8CD0,When She Wants Good Lovin'  (LP Version),Tom Rush,Tom Rush,1965,165.45914,7a64f2ab-0605-466b-92ce-ddeb7bef5d42
TRUCQVR128F4267DED,Clean Town,Mando Diao,Hurricane Bar,2004,221.59628,ea854cc1-13fc-4fd0-86a5-d2c7dba06764
TRRNCFP128F1496275,The Search for Kumal,Nick Ingman,Two Brothers,0,324.98893,32111fcd-2338-472a-892b-4b329549e3ba
TRBADVP128F14A99F7,Du_ Ich Liebe Dich,Costa Cordalis,Ich will Dir den Himmel schenken,0,257.98485,2e981ae3-1b98-41a9-aab5-ac33b1b03af9
TRFUAMY12903CC9F3C,Strange To Hear You Say,Organic,Juice,0,149.49832,40a9d11f-9b6a-4923-8aba-ec3a6ee1c298
TRKISXR128F1483E39,Ru Guo Wo Men Bu Zai Jian,Sammi Cheng,Sammi Shocking Colours Live 2001,0,172.9824,5f3c4fe0-fc71-4455-99e6-abd0e8c4462e
TROYVBF12903CBE9B8,Damned If I Do,Alan Parsons,Eye 2 Eye Live In Madrid,0,330.57914,9774cfd1-8862-42bd-919e-156c31f079b4
TRAUTGZ128F92F6E88,Medals For Mothers,IIIRD Tyme Out,Back To The Mac,2001,211.25179,d4e0e4b2-4d84-498f-9f24-ef624b095602
TRZVWKY128F42886B9,Mad Issues,Angie Stone,Mahogany Soul,2001,289.2273,82f8dd22-0319-4f35-953c-358b3f883027
TRDDAKE128F14883B1,Billion Bucks,Stat Quo,Club Bangers,2006,216.34567,16657c3a-2b00-4416-a719-0d03e35b1918
TRARVMO128F92EAC53,Any Place I Hang My Hat Is Home,Sammy Davis Jr.,Simply Rat Pack,2006,231.47057,4bc9e8c3-7eae-454f-a56c-bccf96f3926b
TROUGSZ128F428CD06,Rise From Squander,Benümb,By Means of Upheaval,0,57.67791,80fce9ff-d070-43c9-b357-02385873db58
TRHEMKS128F4239318,65 Bars And A Taste Of Soul (Remastered Mono Version),The Watts 103rd. Street Rhythm Band,Together,0,162.71628,ee32f33e-a1a4-48c2-b7c1-ac6eb572197d
TRLOIKO128F424E557,Been There_ Done That (Album Version),Madball,Victory Singles III,0,138.68363,c9e0a0f5-9f53-4247-a52d-a3f29d975e17
TRLBAAD128F9320F73,Spend The Night,Guy,Guy - Special Edition,1988,342.96118,fa209319-6d7b-4a20-b445-62186ec41e0d
TRBUGTU12903CE6CBA,Here and Now and Then,Steve Morse Band,Out Standing In Their Field,2009,307.53914,2bd98e1b-dc3b-4759-8131-59544069ffeb
TRTCRUP128F145465D,No Dread Can't Dead,Jah Stitch,Original Ragga Muffin,1996,180.34893,3e995ad6-51aa-4733-a8ea-bd7944ef9fbe
TRFZNVD128F92D8185,Get Up and Use Me (Version),Fire Engines,Hungry Beat,1992,176.50893,d48d56eb-ac96-4b36-8536-719dbfa3ff67
TRSRHZU12903CC6421,Here Comes My Shadow,Wee Hairy Beasties,Holidays Gone Crazy,0,169.482,137835e0-0f22-4806-aed1-f084f9f60158
TRJWSNE128F14B0AAB,Truth Be Known (Everybody Gets A Shot),Newsboys,A Collection: 1992-2002,0,239.35955,df0a1dad-f15b-4e4c-9f47-60cfca58a255
TRTWOVA128E078EBE4,Happy Now?,No Doubt,Tragic Kingdom,1995,222.53669,fbd2a255-1d57-4d31-ac11-65b671c19958
TRBZVAU128F932DC28,I Just Wanna Love U (Give It 2 Me),Jay-Z,Def Jam 25_ Vol. 14 - Best Of The Best,2000,227.47383,f82bcf78-5b69-4622-a5ef-73800768d9ac
TRZKSLV128F93332F5,The Verve,Thaione Davis,April January,0,19.90485,bd0ae781-f613-4c1d-819a-2e8c4e8c6967
TRWBCVL128F42603FC, Further,Y-LUK-O,Kerion Celsi,0,298.55302,276783da-807c-4cf1-909f-b17f4e75665e
TRJSMEF128F4226934,Johnny Law,Down By Law,Windwardtidesandwaywardsails,2003,151.71873,7d990fa3-e1a0-4d6e-b266-222a66bd3f83
TRDIBLT128F4259F23,Nightmares,Flock Of Seagulls,I Ran: The Best Of,1983,306.23302,aaa436da-b331-4e58-a0fd-3d64d090c120
TROSAEI128F92F8499,L'inondation,Art Zoyd,Metropolis,2007,191.00689,aba325af-9e75-4db8-967f-eab02b1116d2
TRVTMAA12903CCEA23,Big Wicked Bill,Stuart Hamblen,Spell Of The Yukon,0,186.01751,696e7bed-989a-4111-bc10-7f960561024b
TRZIKHF128E07831F3,Don't Throw It Away!,Dirty Vegas,One,2004,258.87302,75df1c98-2075-494f-9612-b87513f0e50c
TRUXBTZ128F933AA4E,Middle East,Chimera State,Magic Island Sampler 003,0,552.64608,64db2866-5b70-48c1-b33a-7c619aa17ded
TRFDDWG12903CE26EF,Ja sam aef,NOVI FOSILI,The Platinum Collection,0,166.81751,d219f63c-7353-461f-861b-50288cc85813
TRNCFZO128F930B739,Atomic Tonic,Marcelo Radulovich,Marcelo Radulovich,0,289.802,ad5b5418-6b3f-476c-8f94-26a20cab59e2
TRWNYQE128F42489CA,Cosmonaut,Punchdrunk,A Message From The Cockpit,0,163.94404,521ca8ae-038c-45d0-887f-644db2b478cd
TRRQJYA128F425C217,Ride,Kati Mac,Anicca,0,263.28771,8a8b7c14-a97f-4d7c-8b47-9dc3ecaf0a64
TRWUVJE12903CC1176,Death Marching (Reflex remix),Current Value,Death Marching (Reflex remix),0,352.13016,caf4109a-05e5-4067-b619-b705d137f68d
